measure,location,sex,cause,rei,val
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,Cancer,High fasting plasma glucose,26352.69101
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Neurological disorders,Alcohol use,26316.31556
Deaths,High-income Asia Pacific,Both,Neurological disorders,Tobacco,26282.32409
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",26271.11939
DALYs (Disability-Adjusted Life Years),Oceania,Both,Transport injuries,Alcohol use,26266.27809
Deaths,East Asia,Male,Digestive diseases,Alcohol use,26252.76633
Deaths,Western Europe,Both,Respiratory infections and tuberculosis,Tobacco,26227.29625
Deaths,United Kingdom,Male,Cancer,Tobacco,26213.64844
Deaths,Caribbean,Both,Cardiovascular diseases,High fasting plasma glucose,26202.7964
DALYs (Disability-Adjusted Life Years),Australasia,Female,Neurological disorders,High body-mass index,26190.78206
DALYs (Disability-Adjusted Life Years),Central Latin America,Female,Cancer,Air pollution,26183.89941
Deaths,Eastern Europe,Both,Chronic respiratory diseases,Tobacco,26170.04885
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Female,Chronic respiratory diseases,High body-mass index,26168.79819
Deaths,South Asia,Male,HIV/AIDS,Unsafe sex,26137.84427
DALYs (Disability-Adjusted Life Years),Andean Latin America,Male,Digestive diseases,Drug use,26107.81645
DALYs (Disability-Adjusted Life Years),Southern Latin America,Female,Neurological disorders,Tobacco,26102.39609
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Female,Cancer,High fasting plasma glucose,26075.59702
DALYs (Disability-Adjusted Life Years),Greece,Female,Diabetes and kidney diseases,Impaired kidney function,26066.29977
DALYs (Disability-Adjusted Life Years),Central Latin America,Male,Substance use disorders,Childhood maltreatment,26056.9935
DALYs (Disability-Adjusted Life Years),Eastern Europe,Female,Sense organ diseases,High fasting plasma glucose,26040.53271
Deaths,Central Europe,Female,Cancer,Tobacco,26035.59121
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Female,Cancer,Occupational risks,26032.85197
DALYs (Disability-Adjusted Life Years),Caribbean,Both,Cancer,Occupational risks,25998.63792
Deaths,Southern Latin America,Both,Diabetes and kidney diseases,High fasting plasma glucose,25994.30637
DALYs (Disability-Adjusted Life Years),Central Asia,Both,Neurological disorders,Tobacco,25990.04533
Deaths,Southern Sub-Saharan Africa,Female,Cardiovascular diseases,Dietary risks,25977.09967
Deaths,Eastern Europe,Both,Neurological disorders,High body-mass index,25974.08541
Deaths,Central Europe,Female,Cardiovascular diseases,Air pollution,25967.52429
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Female,Maternal disorders,Intimate partner violence,25943.96176
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Both,Maternal disorders,Intimate partner violence,25943.96176
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Female,Transport injuries,Alcohol use,25922.23117
Deaths,Eastern Europe,Both,Self-harm,Alcohol use,25921.40047
Deaths,Central Sub-Saharan Africa,Both,Diabetes and kidney diseases,High fasting plasma glucose,25896.01964
DALYs (Disability-Adjusted Life Years),Andean Latin America,Female,Cardiovascular diseases,Low physical activity,25873.42797
DALYs (Disability-Adjusted Life Years),High-income North America,Male,Diabetes and kidney diseases,Other environmental risks,25873.28356
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Transport injuries,Tobacco,25863.75402
DALYs (Disability-Adjusted Life Years),Central Asia,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,25822.58128
Deaths,High-income North America,Male,Cancer,High fasting plasma glucose,25807.70236
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Both,Substance use disorders,Childhood maltreatment,25793.48085
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Female,Digestive diseases,Drug use,25790.32508
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Female,Interpersonal violence,Alcohol use,25790.13245
DALYs (Disability-Adjusted Life Years),Central Europe,Male,Respiratory infections and tuberculosis,Child and maternal malnutrition,25775.66506
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Male,Cancer,Air pollution,25766.246
DALYs (Disability-Adjusted Life Years),Eastern Europe,Female,Digestive diseases,High body-mass index,25735.55127
Deaths,Tropical Latin America,Male,Cardiovascular diseases,High fasting plasma glucose,25691.64426
Deaths,Australasia,Both,Cardiovascular diseases,Dietary risks,25690.98344
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Male,Self-harm,Drug use,25687.10373
Deaths,Southeast Asia,Female,Cancer,Unsafe sex,25675.03807
Deaths,Southeast Asia,Both,Cancer,Unsafe sex,25675.03807
DALYs (Disability-Adjusted Life Years),Caribbean,Female,Cancer,Alcohol use,25649.89451
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Female,Neurological disorders,High body-mass index,25639.26719
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Interpersonal violence,Alcohol use,25638.57597
DALYs (Disability-Adjusted Life Years),World Bank Low Income,Male,Diabetes and kidney diseases,Alcohol use,25614.46575
Deaths,World Bank High Income,Both,Cancer,Other environmental risks,25595.27361
Deaths,World Bank High Income,Female,Respiratory infections and tuberculosis,Tobacco,25592.87983
Deaths,Southern Latin America,Both,Cancer,Tobacco,25568.43405
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Sense organ diseases,High fasting plasma glucose,25554.86955
Deaths,World Bank Upper Middle Income,Male,Neurological disorders,High fasting plasma glucose,25538.30068
Deaths,Central Latin America,Female,Diabetes and kidney diseases,High systolic blood pressure,25514.18675
DALYs (Disability-Adjusted Life Years),Central Europe,Female,Transport injuries,Low bone mineral density,25480.9068
Deaths,Western Sub-Saharan Africa,Both,Cardiovascular diseases,Tobacco,25470.05207
DALYs (Disability-Adjusted Life Years),World Bank High Income,Male,Respiratory infections and tuberculosis,High fasting plasma glucose,25466.50682
Deaths,World Bank High Income,Male,Respiratory infections and tuberculosis,Air pollution,25436.59288
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Male,Diabetes and kidney diseases,Low physical activity,25435.11365
DALYs (Disability-Adjusted Life Years),Southeast Asia,Female,Self-harm,Alcohol use,25418.28511
DALYs (Disability-Adjusted Life Years),Central Asia,Both,Cancer,Other environmental risks,25410.98795
Deaths,High-income North America,Female,Substance use disorders,Drug use,25410.80969
Deaths,Western Europe,Male,Diabetes and kidney diseases,High body-mass index,25409.74393
Deaths,Caribbean,Both,Diabetes and kidney diseases,High fasting plasma glucose,25407.15333
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Male,Digestive diseases,Tobacco,25387.8365
Deaths,North Africa and Middle East,Both,Diabetes and kidney diseases,Dietary risks,25356.16387
DALYs (Disability-Adjusted Life Years),Australasia,Both,Transport injuries,Alcohol use,25339.12507
DALYs (Disability-Adjusted Life Years),Australasia,Both,Diabetes and kidney diseases,Tobacco,25320.80822
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,Mental disorders,Childhood maltreatment,25317.96576
Deaths,World Bank Low Income,Both,Chronic respiratory diseases,Occupational risks,25315.13707
DALYs (Disability-Adjusted Life Years),Andean Latin America,Both,Cardiovascular diseases,Alcohol use,25298.48885
DALYs (Disability-Adjusted Life Years),Caribbean,Male,Musculoskeletal disorders,Tobacco,25285.95347
Deaths,Eastern Sub-Saharan Africa,Male,Cardiovascular diseases,High LDL cholesterol,25270.55081
Deaths,Eastern Europe,Both,Respiratory infections and tuberculosis,Tobacco,25258.26867
Deaths,World Bank Upper Middle Income,Female,Cancer,Occupational risks,25222.7045
Deaths,High-income Asia Pacific,Female,Diabetes and kidney diseases,High fasting plasma glucose,25186.24935
DALYs (Disability-Adjusted Life Years),Western Europe,Both,Enteric infections,Child and maternal malnutrition,25157.55754
Deaths,World Bank Lower Middle Income,Female,Cancer,Alcohol use,25148.81064
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Male,Cancer,Low physical activity,25141.93538
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Male,Diabetes and kidney diseases,Low physical activity,25132.28479
DALYs (Disability-Adjusted Life Years),Central Europe,Male,Transport injuries,Low bone mineral density,25129.54411
DALYs (Disability-Adjusted Life Years),High-income North America,Male,Enteric infections,"Unsafe water, sanitation, and handwashing",25092.28343
DALYs (Disability-Adjusted Life Years),Tropical Latin America,Male,Neurological disorders,High fasting plasma glucose,25052.06463
DALYs (Disability-Adjusted Life Years),Western Europe,Male,Digestive diseases,High body-mass index,25042.36837
Deaths,Caribbean,Both,Cardiovascular diseases,High body-mass index,25036.99168
DALYs (Disability-Adjusted Life Years),Southern Latin America,Male,Sense organ diseases,Occupational risks,25005.9264
Deaths,Global,Female,Cancer,Low physical activity,24993.47156
DALYs (Disability-Adjusted Life Years),Central Europe,Both,Self-harm,Drug use,24963.71198
Deaths,Southeast Asia,Both,Cancer,High body-mass index,24939.25169
Deaths,Global,Female,HIV/AIDS,Drug use,24934.86846
DALYs (Disability-Adjusted Life Years),Central Europe,Female,Unintentional injuries,Tobacco,24922.09279
Deaths,High-income Asia Pacific,Both,Cardiovascular diseases,Air pollution,24908.6216
DALYs (Disability-Adjusted Life Years),Greece,Both,Cardiovascular diseases,Alcohol use,24856.30961
DALYs (Disability-Adjusted Life Years),Andean Latin America,Male,Sense organ diseases,Occupational risks,24855.54306
Deaths,World Bank High Income,Both,Neonatal disorders,Child and maternal malnutrition,24811.1191
Deaths,South Asia,Male,Respiratory infections and tuberculosis,"Unsafe water, sanitation, and handwashing",24808.01546
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Male,Diabetes and kidney diseases,Alcohol use,24807.28497
Deaths,High-income Asia Pacific,Male,Diabetes and kidney diseases,High fasting plasma glucose,24796.10996
DALYs (Disability-Adjusted Life Years),World Bank Lower Middle Income,Both,Other infectious diseases,Drug use,24795.95764
Deaths,Western Europe,Male,Digestive diseases,Alcohol use,24794.94441
DALYs (Disability-Adjusted Life Years),Oceania,Female,Diabetes and kidney diseases,Tobacco,24786.79035
Deaths,World Bank Upper Middle Income,Female,Diabetes and kidney diseases,Tobacco,24785.13941
DALYs (Disability-Adjusted Life Years),Andean Latin America,Male,Chronic respiratory diseases,Occupational risks,24769.61247
Deaths,World Bank Low Income,Male,Cardiovascular diseases,Impaired kidney function,24741.5475
DALYs (Disability-Adjusted Life Years),Central Latin America,Female,Neurological disorders,Alcohol use,24734.59158
Deaths,Southeast Asia,Both,Cancer,Air pollution,24721.21748
DALYs (Disability-Adjusted Life Years),Central Latin America,Female,Unintentional injuries,Occupational risks,24720.63456
Deaths,Global,Both,Neurological disorders,Alcohol use,24712.19505
Deaths,North Africa and Middle East,Male,Diabetes and kidney diseases,High systolic blood pressure,24700.53365
DALYs (Disability-Adjusted Life Years),Western Europe,Both,Musculoskeletal disorders,Impaired kidney function,24697.03472
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Self-harm,Drug use,24689.26924
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Both,Neurological disorders,High fasting plasma glucose,24687.16789
DALYs (Disability-Adjusted Life Years),Global,Male,Other infectious diseases,Drug use,24683.39645
DALYs (Disability-Adjusted Life Years),High-income Asia Pacific,Male,Mental disorders,Childhood maltreatment,24660.22297
DALYs (Disability-Adjusted Life Years),High-income North America,Male,Sexually transmitted infections excluding HIV,Unsafe sex,24646.82645
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Female,Digestive diseases,Alcohol use,24582.41748
Deaths,World Bank Upper Middle Income,Both,HIV/AIDS,Drug use,24568.94057
DALYs (Disability-Adjusted Life Years),Oceania,Male,Transport injuries,Alcohol use,24559.45471
Deaths,Central Sub-Saharan Africa,Female,Enteric infections,"Unsafe water, sanitation, and handwashing",24554.10169
Deaths,Eastern Sub-Saharan Africa,Female,Cardiovascular diseases,High body-mass index,24522.41671
DALYs (Disability-Adjusted Life Years),Greece,Both,Neonatal disorders,Child and maternal malnutrition,24493.62187
DALYs (Disability-Adjusted Life Years),Andean Latin America,Male,Chronic respiratory diseases,Air pollution,24491.10545
Deaths,World Bank Lower Middle Income,Both,Diabetes and kidney diseases,Other environmental risks,24463.43641
DALYs (Disability-Adjusted Life Years),Western Sub-Saharan Africa,Male,Substance use disorders,Childhood maltreatment,24388.50714
DALYs (Disability-Adjusted Life Years),Eastern Sub-Saharan Africa,Male,Self-harm,Drug use,24381.65781
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Respiratory infections and tuberculosis,Alcohol use,24347.29991
DALYs (Disability-Adjusted Life Years),Southern Latin America,Female,Neurological disorders,High fasting plasma glucose,24238.45014
Deaths,High-income Asia Pacific,Both,Cancer,Alcohol use,24205.17256
Deaths,United Kingdom,Male,Cardiovascular diseases,High LDL cholesterol,24163.04645
DALYs (Disability-Adjusted Life Years),North Africa and Middle East,Female,Self-harm,Drug use,24159.17293
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Female,Transport injuries,Occupational risks,24155.91139
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Male,Musculoskeletal disorders,High body-mass index,24082.9735
DALYs (Disability-Adjusted Life Years),Southern Sub-Saharan Africa,Female,Diabetes and kidney diseases,Alcohol use,24064.60397
DALYs (Disability-Adjusted Life Years),Central Latin America,Both,Respiratory infections and tuberculosis,High fasting plasma glucose,24045.53431
DALYs (Disability-Adjusted Life Years),Caribbean,Female,Respiratory infections and tuberculosis,Tobacco,24041.93439
Deaths,World Bank Lower Middle Income,Female,Other infectious diseases,Child and maternal malnutrition,24039.36529
DALYs (Disability-Adjusted Life Years),Central Sub-Saharan Africa,Both,Diabetes and kidney diseases,Low physical activity,24035.53565
