measure,location,sex,rei,Cancer,Cardiovascular diseases,Chronic respiratory diseases,Diabetes and kidney diseases,Digestive diseases,Enteric infections,HIV/AIDS,Interpersonal violence,Maternal disorders,Mental disorders,Musculoskeletal disorders,Neonatal disorders,Neurological disorders,Nutritional deficiencies,Other infectious diseases,Other non-communicable diseases,Respiratory infections and tuberculosis,Self-harm,Sense organ diseases,Sexually transmitted infections excluding HIV,Substance use disorders,Transport injuries,Unintentional injuries
Deaths,Southern Sub-Saharan Africa,Both,High systolic blood pressure,,66217.0,,8169.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Impaired kidney function,,9393.0,,12032.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Intimate partner violence,,,,,,,10034.0,1419.0,20.0,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Low bone mineral density,,,,,,,,95.0,,,,,,,,,,,,,,843.0,517.0
Deaths,Southern Sub-Saharan Africa,Both,Low physical activity,265.0,5824.0,,855.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Occupational risks,2018.0,,2909.0,,,,,,,,,,,,,,,,,,,2024.0,866.0
Deaths,Southern Sub-Saharan Africa,Both,Other environmental risks,478.0,3653.0,,325.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Both,Tobacco,10976.0,13747.0,7410.0,3313.0,417.0,,,12.0,,,20.0,,1184.0,,,,13615.0,,,,,114.0,51.0
Deaths,Southern Sub-Saharan Africa,Both,Unsafe sex,5875.0,,,,,,155032.0,,,,,,,,,,,,,165.0,,,
Deaths,Southern Sub-Saharan Africa,Both,"Unsafe water, sanitation, and handwashing",,,,,,19672.0,,,,,,,,,,,4714.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Air pollution,481.0,5532.0,2239.0,3856.0,,,,,,,,,,,,,6074.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Alcohol use,1949.0,4703.0,,470.0,432.0,,,413.0,,,,,94.0,,,,4751.0,430.0,,,193.0,411.0,160.0
Deaths,Southern Sub-Saharan Africa,Female,Child and maternal malnutrition,,,,,,3060.0,,,640.0,,,8576.0,,2512.0,323.0,12.0,3821.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,5.0,,
Deaths,Southern Sub-Saharan Africa,Female,Dietary risks,1811.0,25977.0,,4801.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Drug use,359.0,,,,613.0,,1412.0,,,,,,,,2.0,,,105.0,,,386.0,,
Deaths,Southern Sub-Saharan Africa,Female,High LDL cholesterol,,10773.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,High body-mass index,2486.0,18063.0,1071.0,11323.0,370.0,,,,,,,,2073.0,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,High fasting plasma glucose,1544.0,14428.0,,20363.0,,,,,,,,,1335.0,,,,1324.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,High systolic blood pressure,,37092.0,,3621.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Impaired kidney function,,5836.0,,5268.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Intimate partner violence,,,,,,,10034.0,1419.0,20.0,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Low bone mineral density,,,,,,,,43.0,,,,,,,,,,,,,,322.0,232.0
Deaths,Southern Sub-Saharan Africa,Female,Low physical activity,179.0,3380.0,,521.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Occupational risks,308.0,,891.0,,,,,,,,,,,,,,,,,,,372.0,169.0
Deaths,Southern Sub-Saharan Africa,Female,Other environmental risks,151.0,1709.0,,114.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Female,Tobacco,2966.0,4999.0,1989.0,1684.0,93.0,,,2.0,,,6.0,,562.0,,,,2920.0,,,,,16.0,13.0
Deaths,Southern Sub-Saharan Africa,Female,Unsafe sex,5875.0,,,,,,74504.0,,,,,,,,,,,,,110.0,,,
Deaths,Southern Sub-Saharan Africa,Female,"Unsafe water, sanitation, and handwashing",,,,,,9755.0,,,,,,,,,,,2180.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Air pollution,976.0,5078.0,3126.0,2620.0,,,,,,,,,,,,,6722.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Alcohol use,3871.0,5519.0,,680.0,1179.0,,,3772.0,,,,,341.0,,,,16160.0,2853.0,,,683.0,2564.0,773.0
Deaths,Southern Sub-Saharan Africa,Male,Child and maternal malnutrition,,,,,,3641.0,,,,,,11302.0,,2839.0,341.0,17.0,4227.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,36.0,,
Deaths,Southern Sub-Saharan Africa,Male,Dietary risks,2835.0,22356.0,,3559.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Drug use,418.0,,,,1141.0,,1319.0,,,,,,,,3.0,,,478.0,,,704.0,,
Deaths,Southern Sub-Saharan Africa,Male,High LDL cholesterol,,8827.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,High body-mass index,1825.0,10573.0,620.0,6757.0,121.0,,,,,,,,456.0,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,High fasting plasma glucose,1392.0,12586.0,,17413.0,,,,,,,,,634.0,,,,3971.0,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,High systolic blood pressure,,29125.0,,4547.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Impaired kidney function,,3556.0,,6764.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Low bone mineral density,,,,,,,,52.0,,,,,,,,,,,,,,521.0,284.0
Deaths,Southern Sub-Saharan Africa,Male,Low physical activity,85.0,2443.0,,333.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Occupational risks,1710.0,,2017.0,,,,,,,,,,,,,,,,,,,1652.0,696.0
Deaths,Southern Sub-Saharan Africa,Male,Other environmental risks,326.0,1943.0,,211.0,,,,,,,,,,,,,,,,,,,
Deaths,Southern Sub-Saharan Africa,Male,Tobacco,8010.0,8747.0,5420.0,1628.0,323.0,,,9.0,,,13.0,,622.0,,,,10695.0,,,,,97.0,37.0
Deaths,Southern Sub-Saharan Africa,Male,Unsafe sex,,,,,,,80527.0,,,,,,,,,,,,,54.0,,,
Deaths,Southern Sub-Saharan Africa,Male,"Unsafe water, sanitation, and handwashing",,,,,,9916.0,,,,,,,,,,,2533.0,,,,,,
Deaths,Tropical Latin America,Both,Air pollution,3188.0,28585.0,14752.0,10220.0,,,,,,,,,,,,,11610.0,,,,,,
Deaths,Tropical Latin America,Both,Alcohol use,18764.0,9464.0,,,9804.0,,,14985.0,,,,,820.0,,,,6821.0,4134.0,,,11075.0,6964.0,2934.0
Deaths,Tropical Latin America,Both,Child and maternal malnutrition,,,,,,1485.0,,,553.0,,,17836.0,,6814.0,26.0,11.0,2938.0,,,,,,
Deaths,Tropical Latin America,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,236.0,,
Deaths,Tropical Latin America,Both,Dietary risks,15876.0,178201.0,,18798.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,Drug use,3346.0,,,,7405.0,,926.0,,,,,,,,28.0,,,1036.0,,,2259.0,,
Deaths,Tropical Latin America,Both,High LDL cholesterol,,101916.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,High body-mass index,15040.0,98580.0,814.0,39849.0,2918.0,,,,,,,,13063.0,,,,,,,,,,
Deaths,Tropical Latin America,Both,High fasting plasma glucose,5810.0,47951.0,,78117.0,,,,,,,,,4985.0,,,,505.0,,,,,,
Deaths,Tropical Latin America,Both,High systolic blood pressure,,214270.0,,22660.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,Impaired kidney function,,27175.0,,36951.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,Intimate partner violence,,,,,,,447.0,999.0,15.0,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,Low bone mineral density,,,,,,,,147.0,,,,,,,,,,,,,,2285.0,5813.0
Deaths,Tropical Latin America,Both,Low physical activity,1403.0,29754.0,,1932.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,Occupational risks,5871.0,,9008.0,,,,,,,,,,,,,,,,,,,5484.0,2319.0
Deaths,Tropical Latin America,Both,Other environmental risks,1654.0,20437.0,,1650.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Both,Tobacco,53259.0,70309.0,31223.0,7067.0,1466.0,,,12.0,,,52.0,,9457.0,,,,19194.0,,,,,193.0,362.0
Deaths,Tropical Latin America,Both,Unsafe sex,10200.0,,,,,,14344.0,,,,,,,,,,,,,260.0,,,
Deaths,Tropical Latin America,Both,"Unsafe water, sanitation, and handwashing",,,,,,4547.0,,,,,,,,,,,2804.0,,,,,,
Deaths,Tropical Latin America,Female,Air pollution,1359.0,12384.0,6588.0,5738.0,,,,,,,,,,,,,5801.0,,,,,,
Deaths,Tropical Latin America,Female,Alcohol use,4719.0,195.0,,,1511.0,,,729.0,,,,,161.0,,,,1054.0,400.0,,,1327.0,568.0,400.0
Deaths,Tropical Latin America,Female,Child and maternal malnutrition,,,,,,607.0,,,553.0,,,7782.0,,3023.0,10.0,3.0,1251.0,,,,,,
Deaths,Tropical Latin America,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,46.0,,
Deaths,Tropical Latin America,Female,Dietary risks,6405.0,80579.0,,9748.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,Drug use,1674.0,,,,1595.0,,215.0,,,,,,,,10.0,,,116.0,,,663.0,,
Deaths,Tropical Latin America,Female,High LDL cholesterol,,45985.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,High body-mass index,7605.0,47759.0,564.0,21937.0,2073.0,,,,,,,,9093.0,,,,,,,,,,
Deaths,Tropical Latin America,Female,High fasting plasma glucose,3312.0,22259.0,,41789.0,,,,,,,,,3199.0,,,,128.0,,,,,,
Deaths,Tropical Latin America,Female,High systolic blood pressure,,99766.0,,10627.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,Impaired kidney function,,14221.0,,17453.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,Intimate partner violence,,,,,,,447.0,999.0,15.0,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,Low bone mineral density,,,,,,,,56.0,,,,,,,,,,,,,,734.0,3325.0
Deaths,Tropical Latin America,Female,Low physical activity,928.0,14527.0,,1106.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,Occupational risks,1854.0,,2252.0,,,,,,,,,,,,,,,,,,,414.0,140.0
Deaths,Tropical Latin America,Female,Other environmental risks,686.0,8589.0,,694.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Female,Tobacco,18262.0,27123.0,11406.0,3294.0,450.0,,,3.0,,,31.0,,4400.0,,,,7206.0,,,,,40.0,166.0
Deaths,Tropical Latin America,Female,Unsafe sex,10200.0,,,,,,5104.0,,,,,,,,,,,,,221.0,,,
Deaths,Tropical Latin America,Female,"Unsafe water, sanitation, and handwashing",,,,,,2317.0,,,,,,,,,,,1364.0,,,,,,
Deaths,Tropical Latin America,Male,Air pollution,1828.0,16200.0,8164.0,4482.0,,,,,,,,,,,,,5808.0,,,,,,
Deaths,Tropical Latin America,Male,Alcohol use,14045.0,9268.0,,648.0,8293.0,,,14256.0,,,,,659.0,,,,5767.0,3734.0,,,9747.0,6396.0,2534.0
Deaths,Tropical Latin America,Male,Child and maternal malnutrition,,,,,,877.0,,,,,,10053.0,,3790.0,16.0,7.0,1687.0,,,,,,
Deaths,Tropical Latin America,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,189.0,,
Deaths,Tropical Latin America,Male,Dietary risks,9470.0,97622.0,,9049.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Male,Drug use,1672.0,,,,5809.0,,711.0,,,,,,,,17.0,,,920.0,,,1596.0,,
Deaths,Tropical Latin America,Male,High LDL cholesterol,,55931.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Male,High body-mass index,7435.0,50820.0,249.0,17912.0,844.0,,,,,,,,3970.0,,,,,,,,,,
Deaths,Tropical Latin America,Male,High fasting plasma glucose,2497.0,25691.0,,36328.0,,,,,,,,,1785.0,,,,376.0,,,,,,
Deaths,Tropical Latin America,Male,High systolic blood pressure,,114504.0,,12032.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Male,Impaired kidney function,,12953.0,,19498.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Male,Low bone mineral density,,,,,,,,91.0,,,,,,,,,,,,,,1551.0,2488.0
Deaths,Tropical Latin America,Male,Low physical activity,475.0,15227.0,,826.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Male,Occupational risks,4016.0,,6755.0,,,,,,,,,,,,,,,,,,,5070.0,2178.0
Deaths,Tropical Latin America,Male,Other environmental risks,968.0,11847.0,,956.0,,,,,,,,,,,,,,,,,,,
Deaths,Tropical Latin America,Male,Tobacco,34997.0,43185.0,19816.0,3773.0,1015.0,,,9.0,,,20.0,,5056.0,,,,11988.0,,,,,152.0,196.0
Deaths,Tropical Latin America,Male,Unsafe sex,,,,,,,9239.0,,,,,,,,,,,,,39.0,,,
Deaths,Tropical Latin America,Male,"Unsafe water, sanitation, and handwashing",,,,,,2229.0,,,,,,,,,,,1439.0,,,,,,
Deaths,United Kingdom,Both,Air pollution,2838.0,9480.0,7841.0,970.0,,,,,,,,,,,,,3662.0,,,,,,
Deaths,United Kingdom,Both,Alcohol use,12458.0,,,,4463.0,,,78.0,,,,,352.0,,,,1621.0,1699.0,,,2319.0,390.0,1030.0
Deaths,United Kingdom,Both,Child and maternal malnutrition,,,,,,14.0,,,12.0,,,1550.0,,99.0,6.0,16.0,71.0,,,,,,
Deaths,United Kingdom,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,134.0,,
Deaths,United Kingdom,Both,Dietary risks,12694.0,75244.0,,1974.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,Drug use,1259.0,,,,688.0,,24.0,,,,,,,,2.0,,,496.0,,,3011.0,,
Deaths,United Kingdom,Both,High LDL cholesterol,,44022.0,,,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,High body-mass index,11380.0,29127.0,396.0,4062.0,1074.0,,,,,,,,10693.0,,,,,,,,,,
Deaths,United Kingdom,Both,High fasting plasma glucose,10182.0,41567.0,,11150.0,,,,,,,,,8592.0,,,,53.0,,,,,,
Deaths,United Kingdom,Both,High systolic blood pressure,,80116.0,,4115.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,Impaired kidney function,,12269.0,,6765.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,Intimate partner violence,,,,,,,9.0,55.0,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,Low bone mineral density,,,,,,,,8.0,,,,,,,,,,,,,,231.0,3500.0
Deaths,United Kingdom,Both,Low physical activity,1110.0,13741.0,,184.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,Occupational risks,18271.0,,3726.0,,,,,,,,,,,,,,,,,,,101.0,94.0
Deaths,United Kingdom,Both,Other environmental risks,1888.0,3013.0,,132.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Both,Tobacco,44984.0,20132.0,18429.0,515.0,677.0,,,,,,76.0,,6737.0,,,,5193.0,,,,,21.0,255.0
Deaths,United Kingdom,Both,Unsafe sex,1698.0,,,,,,227.0,,,,,,,,,,,,,58.0,,,
Deaths,United Kingdom,Both,"Unsafe water, sanitation, and handwashing",,,,,,78.0,,,,,,,,,,,219.0,,,,,,
Deaths,United Kingdom,Female,Air pollution,1286.0,3968.0,3914.0,494.0,,,,,,,,,,,,,2051.0,,,,,,
Deaths,United Kingdom,Female,Alcohol use,5024.0,,,,1372.0,,,19.0,,,,,115.0,,,,448.0,267.0,,,744.0,68.0,414.0
Deaths,United Kingdom,Female,Child and maternal malnutrition,,,,,,6.0,,,12.0,,,654.0,,59.0,2.0,7.0,31.0,,,,,,
Deaths,United Kingdom,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,53.0,,
Deaths,United Kingdom,Female,Dietary risks,5533.0,33612.0,,971.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,Drug use,509.0,,,,207.0,,6.0,,,,,,,,,,,61.0,,,810.0,,
Deaths,United Kingdom,Female,High LDL cholesterol,,19859.0,,,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,High body-mass index,5456.0,12643.0,277.0,2076.0,725.0,,,,,,,,7112.0,,,,,,,,,,
Deaths,United Kingdom,Female,High fasting plasma glucose,5246.0,19182.0,,5795.0,,,,,,,,,5451.0,,,,19.0,,,,,,
Deaths,United Kingdom,Female,High systolic blood pressure,,38812.0,,2233.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,Impaired kidney function,,7034.0,,3619.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,Intimate partner violence,,,,,,,9.0,55.0,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,Low bone mineral density,,,,,,,,5.0,,,,,,,,,,,,,,105.0,2092.0
Deaths,United Kingdom,Female,Low physical activity,675.0,6624.0,,95.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,Occupational risks,4953.0,,1069.0,,,,,,,,,,,,,,,,,,,4.0,5.0
Deaths,United Kingdom,Female,Other environmental risks,856.0,1132.0,,55.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Female,Tobacco,18770.0,7428.0,8467.0,216.0,271.0,,,,,,47.0,,3729.0,,,,2391.0,,,,,8.0,159.0
Deaths,United Kingdom,Female,Unsafe sex,1698.0,,,,,,75.0,,,,,,,,,,,,,56.0,,,
Deaths,United Kingdom,Female,"Unsafe water, sanitation, and handwashing",,,,,,49.0,,,,,,,,,,,122.0,,,,,,
Deaths,United Kingdom,Male,Air pollution,1552.0,5512.0,3927.0,475.0,,,,,,,,,,,,,1610.0,,,,,,
Deaths,United Kingdom,Male,Alcohol use,7434.0,,,,3090.0,,,58.0,,,,,236.0,,,,1173.0,1432.0,,,1574.0,322.0,615.0
Deaths,United Kingdom,Male,Child and maternal malnutrition,,,,,,8.0,,,,,,895.0,,40.0,3.0,8.0,40.0,,,,,,
Deaths,United Kingdom,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,81.0,,
Deaths,United Kingdom,Male,Dietary risks,7160.0,41632.0,,1003.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Male,Drug use,749.0,,,,481.0,,17.0,,,,,,,,1.0,,,435.0,,,2200.0,,
Deaths,United Kingdom,Male,High LDL cholesterol,,24163.0,,,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Male,High body-mass index,5923.0,16484.0,118.0,1986.0,348.0,,,,,,,,3580.0,,,,,,,,,,
Deaths,United Kingdom,Male,High fasting plasma glucose,4936.0,22385.0,,5354.0,,,,,,,,,3141.0,,,,33.0,,,,,,
Deaths,United Kingdom,Male,High systolic blood pressure,,41303.0,,1882.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Male,Impaired kidney function,,5234.0,,3145.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Male,Low bone mineral density,,,,,,,,2.0,,,,,,,,,,,,,,126.0,1407.0
Deaths,United Kingdom,Male,Low physical activity,435.0,7116.0,,89.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Male,Occupational risks,13318.0,,2656.0,,,,,,,,,,,,,,,,,,,96.0,89.0
Deaths,United Kingdom,Male,Other environmental risks,1031.0,1880.0,,76.0,,,,,,,,,,,,,,,,,,,
Deaths,United Kingdom,Male,Tobacco,26213.0,12703.0,9961.0,299.0,405.0,,,,,,29.0,,3007.0,,,,2802.0,,,,,13.0,95.0
Deaths,United Kingdom,Male,Unsafe sex,,,,,,,151.0,,,,,,,,,,,,,1.0,,,
Deaths,United Kingdom,Male,"Unsafe water, sanitation, and handwashing",,,,,,28.0,,,,,,,,,,,96.0,,,,,,
Deaths,Western Europe,Both,Air pollution,20133.0,70832.0,49782.0,15611.0,,,,,,,,,,,,,16290.0,,,,,,
Deaths,Western Europe,Both,Alcohol use,97598.0,12521.0,,,34243.0,,,862.0,,,,,2953.0,,,,13498.0,17161.0,,,17749.0,3833.0,9835.0
Deaths,Western Europe,Both,Child and maternal malnutrition,,,,,,93.0,,,47.0,,,6287.0,,4174.0,26.0,52.0,220.0,,,,,,
Deaths,Western Europe,Both,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,640.0,,
Deaths,Western Europe,Both,Dietary risks,78450.0,544672.0,,27176.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Both,Drug use,9524.0,,,,8868.0,,253.0,,,,,,,,25.0,,,2020.0,,,11279.0,,
Deaths,Western Europe,Both,High LDL cholesterol,,331139.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Both,High body-mass index,66605.0,204723.0,1717.0,52990.0,5928.0,,,,,,,,68488.0,,,,,,,,,,
Deaths,Western Europe,Both,High fasting plasma glucose,67425.0,327253.0,,160175.0,,,,,,,,,57565.0,,,,493.0,,,,,,
Deaths,Western Europe,Both,High systolic blood pressure,,673656.0,,60994.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Both,Impaired kidney function,,98897.0,,90449.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Both,Intimate partner violence,,,,,,,93.0,573.0,1.0,,,,,,,,,,,,,,
Deaths,Western Europe,Both,Low bone mineral density,,,,,,,,83.0,,,,,,,,,,,,,,2950.0,28978.0
Deaths,Western Europe,Both,Low physical activity,7559.0,100540.0,,2726.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Both,Occupational risks,88883.0,,18683.0,,,,,,,,,,,,,,,,,,,3038.0,2408.0
Deaths,Western Europe,Both,Other environmental risks,13247.0,35888.0,,2695.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Both,Tobacco,313127.0,152841.0,93947.0,7996.0,3394.0,,,8.0,,,302.0,,50589.0,,,,26227.0,,,,,255.0,1758.0
Deaths,Western Europe,Both,Unsafe sex,11762.0,,,,,,3104.0,,,,,,,,,,,,,204.0,,,
Deaths,Western Europe,Both,"Unsafe water, sanitation, and handwashing",,,,,,917.0,,,,,,,,,,,877.0,,,,,,
Deaths,Western Europe,Female,Air pollution,6627.0,32088.0,23115.0,8202.0,,,,,,,,,,,,,8352.0,,,,,,
Deaths,Western Europe,Female,Alcohol use,33947.0,,,,9448.0,,,232.0,,,,,975.0,,,,2509.0,2675.0,,,4269.0,655.0,3770.0
Deaths,Western Europe,Female,Child and maternal malnutrition,,,,,,42.0,,,47.0,,,2698.0,,2548.0,12.0,24.0,97.0,,,,,,
Deaths,Western Europe,Female,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,222.0,,
Deaths,Western Europe,Female,Dietary risks,31529.0,265517.0,,13316.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Female,Drug use,2620.0,,,,2080.0,,49.0,,,,,,,,8.0,,,243.0,,,3556.0,,
Deaths,Western Europe,Female,High LDL cholesterol,,165842.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Female,High body-mass index,31239.0,100583.0,1184.0,27580.0,3978.0,,,,,,,,47809.0,,,,,,,,,,
Deaths,Western Europe,Female,High fasting plasma glucose,30910.0,162543.0,,84656.0,,,,,,,,,38140.0,,,,193.0,,,,,,
Deaths,Western Europe,Female,High systolic blood pressure,,356992.0,,33130.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Female,Impaired kidney function,,59784.0,,48550.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Female,Intimate partner violence,,,,,,,93.0,573.0,1.0,,,,,,,,,,,,,,
Deaths,Western Europe,Female,Low bone mineral density,,,,,,,,59.0,,,,,,,,,,,,,,1348.0,17434.0
Deaths,Western Europe,Female,Low physical activity,4472.0,52762.0,,1456.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Female,Occupational risks,16041.0,,4221.0,,,,,,,,,,,,,,,,,,,237.0,200.0
Deaths,Western Europe,Female,Other environmental risks,4345.0,16112.0,,1177.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Female,Tobacco,94094.0,49882.0,33237.0,2824.0,1100.0,,,4.0,,,165.0,,23597.0,,,,9030.0,,,,,78.0,899.0
Deaths,Western Europe,Female,Unsafe sex,11762.0,,,,,,748.0,,,,,,,,,,,,,183.0,,,
Deaths,Western Europe,Female,"Unsafe water, sanitation, and handwashing",,,,,,557.0,,,,,,,,,,,449.0,,,,,,
Deaths,Western Europe,Male,Air pollution,13505.0,38744.0,26666.0,7408.0,,,,,,,,,,,,,7937.0,,,,,,
Deaths,Western Europe,Male,Alcohol use,63650.0,32818.0,,2678.0,24794.0,,,629.0,,,,,1977.0,,,,10988.0,14486.0,,,13479.0,3177.0,6064.0
Deaths,Western Europe,Male,Child and maternal malnutrition,,,,,,50.0,,,,,,3588.0,,1625.0,13.0,28.0,123.0,,,,,,
Deaths,Western Europe,Male,Childhood maltreatment,,,,,,,,,,,,,,,,,,,,,418.0,,
Deaths,Western Europe,Male,Dietary risks,46921.0,279154.0,,13860.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Male,Drug use,6904.0,,,,6787.0,,204.0,,,,,,,,16.0,,,1776.0,,,7722.0,,
Deaths,Western Europe,Male,High LDL cholesterol,,165297.0,,,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Male,High body-mass index,35365.0,104139.0,533.0,25409.0,1950.0,,,,,,,,20679.0,,,,,,,,,,
Deaths,Western Europe,Male,High fasting plasma glucose,36515.0,164709.0,,75519.0,,,,,,,,,19425.0,,,,299.0,,,,,,
Deaths,Western Europe,Male,High systolic blood pressure,,316664.0,,27863.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Male,Impaired kidney function,,39112.0,,41899.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Male,Low bone mineral density,,,,,,,,24.0,,,,,,,,,,,,,,1602.0,11544.0
Deaths,Western Europe,Male,Low physical activity,3087.0,47778.0,,1270.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Male,Occupational risks,72841.0,,14461.0,,,,,,,,,,,,,,,,,,,2801.0,2208.0
Deaths,Western Europe,Male,Other environmental risks,8902.0,19776.0,,1517.0,,,,,,,,,,,,,,,,,,,
Deaths,Western Europe,Male,Tobacco,219033.0,102958.0,60710.0,5172.0,2293.0,,,3.0,,,136.0,,26991.0,,,,17196.0,,,,,177.0,859.0
Deaths,Western Europe,Male,Unsafe sex,,,,,,,2355.0,,,,,,,,,,,,,21.0,,,
Deaths,Western Europe,Male,"Unsafe water, sanitation, and handwashing",,,,,,359.0,,,,,,,,,,,427.0,,,,,,
